Player,Player ID,Age,Speciality,Exp,TSI,Salary,Form,Condition,Character,Aggressiveness,Honesty,Leadership,GK,DEF,PM,WG,PASS,SCO,SP,Last_Skills_Update
"Jan Sniatala,484982968,19.041,U,fatalny,1420,2160,6,5,sympatyczny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waclaw Guberow,484972816,19.037,,nędzny,700,1160,7,6,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Amadeusz Bugajski,484903962,19.035,S,nędzny,5910,2600,6,6,przyjemny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Patryk Okolski,485007900,19.058,H,nędzny,80,1080,2,4,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Piotr Sokalski,484959753,18.086,,nędzny,1710,3240,8,7,złośliwy,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zenon Krosta,484969448,19.013,P,fatalny,1210,2040,6,5,sympatyczny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Goraj,484968395,19.089,P,nędzny,1130,1600,5,5,przyjemny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Oskar Szumlanski,484924545,18.063,T,nędzny,300,1160,4,4,przyjemny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Bartosz Stabrawa,484932438,19.064,,nędzny,440,1080,5,4,sympatyczny,zrównoważony,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Gniewko Pohorecki,484966504,19.056,,fatalny,1550,1400,5,6,sympatyczny,zrównoważony,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Piotr Rak,484973920,19.061,,fatalny,1680,1880,5,6,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Tadeusz Kozielski,485013915,19.045,,nędzny,1480,1320,6,6,przyjemny,spokojny,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Filon Jutkiewicz,484970215,19.025,,nędzny,940,1640,4,5,kontrowersyjny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Grzegorz Justka,484988682,19.061,Q,nędzny,940,1280,5,5,sympatyczny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Piotr Dominas,484878304,18.015,H,nędzny,80,1000,4,5,złośliwy,z charakterem,prawy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Kleofas Mitrus,484978289,19.058,U,nędzny,5300,2320,7,5,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Mykyta Shostak,484967613,19.02,,nędzny,2100,4040,5,5,popularny,porywczy,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Hoffman,484964792,19.069,,nędzny,250,1080,2,5,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Lemanski,484918026,19.053,P,nędzny,1370,1280,7,5,złośliwy,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Adrian Podkowinski,485019212,19.002,U,nędzny,6000,2400,7,6,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Emilian Waszak,484893733,19.021,,nędzny,1180,2920,6,5,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waclaw Zastawny,484979579,18.009,,nędzny,680,1160,6,7,popularny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Daniel Kubina,485014643,19.057,H,fatalny,440,1160,6,4,sympatyczny,z charakterem,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Witold Trynka,484961579,18.053,H,nędzny,610,1080,6,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jedrzej Wisniowski,484968088,19.066,Q,fatalny,550,1160,4,4,przyjemny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Maciej Dobrosielski,484975018,18.086,T,fatalny,1620,1280,5,6,kontrowersyjny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Kurjata,484959788,19.066,P,nędzny,190,1280,1,5,przyjemny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Theo Sonner,484970620,18.1,T,nędzny,230,1080,6,5,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Boguslaw Wujczak,484875219,19.061,U,nędzny,1300,1360,5,5,przyjemny,z charakterem,prawy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Janislaw Zawislo,485004851,19.056,U,fatalny,410,1160,4,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jacek Olszewski,484897074,18.074,T,nędzny,270,1080,5,6,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jan Gryza,484969639,18.071,,nędzny,630,1160,5,5,popularny,zrównoważony,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Blazej Chodkowski,484894035,19.061,H,fatalny,910,1440,5,5,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Dogoda,484962575,18.058,,nędzny,1330,1400,4,5,sympatyczny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Joachim Czapinski,484905148,19.045,,nędzny,570,1240,2,4,sympatyczny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Lucjan Milosek,484908381,19.047,,fatalny,1640,3720,4,5,popularny,z charakterem,podły,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Igor Lesnicki,484984043,19.065,,nędzny,930,1400,3,5,sympatyczny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Radoslaw Ropek,484966793,19.065,,fatalny,790,3160,2,5,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Florian Krzemianowski,484969453,19.061,,nędzny,1120,1240,7,5,kontrowersyjny,zrównoważony,nieuczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Marian Lucjanek,484977407,19.071,U,nędzny,700,1520,5,5,przyjemny,porywczy,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Antoni Pisanko,484986228,18.005,Q,nędzny,590,1360,4,5,złośliwy,opanowany,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Ferdynand Munik,484994716,19.055,,nędzny,560,1240,6,5,popularny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Remigiusz Sieciuch,485005446,19.02,H,nędzny,880,2840,5,5,przyjemny,opanowany,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Przemek Milski,484875053,19.007,,nędzny,8150,9240,6,6,kontrowersyjny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jaroslaw Siemiatycz,484972944,19.061,U,fatalny,490,1280,5,5,sympatyczny,z charakterem,szlachetny,solidny,-,-,-,-,-,-,-,08.08.2024"
"Scibor Chechelski,484973162,18.062,Q,fatalny,380,1280,2,5,przyjemny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Karol Dura,485011705,19.06,T,nędzny,510,1280,8,6,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Sebastian Wazny,484886171,18.051,,nędzny,2140,2120,5,6,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Cygan,484945913,19.064,,nędzny,1000,3320,3,6,przyjemny,spokojny,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Jadczyk,484897534,19.021,U,nędzny,290,1080,4,4,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Fortuna,484879934,18.052,U,nędzny,600,1440,6,5,kontrowersyjny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Wernecki,484890188,19.059,,nędzny,740,1240,4,5,sympatyczny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jozef Mikula,484967317,19.058,,nędzny,1300,1240,8,5,przyjemny,opanowany,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Fryderyk Migalski,484942962,19.056,H,nędzny,1020,1520,3,5,przyjemny,zrównoważony,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Jakub Hupert,484970360,19.055,U,nędzny,1800,1720,6,6,kontrowersyjny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Hassa,485002290,19.054,,fatalny,2590,1800,3,5,sympatyczny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Franciszek Towpik,484969133,19.048,,nędzny,520,1240,5,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Tomasz Daczkowski,484999832,18.108,U,nędzny,2150,1720,7,5,kontrowersyjny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Konrad Wicher,484966885,19.062,U,nędzny,1040,1360,7,4,przyjemny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Ludmil Knop,484976959,19.047,,nędzny,830,1160,5,6,popularny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Robert Mojsak,484967938,18.006,Q,nędzny,3920,3480,7,5,przyjemny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Palichleb,484883708,19.067,T,nędzny,1060,1440,8,5,sympatyczny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jan Samul,484920138,18.037,,nędzny,340,1080,3,5,kontrowersyjny,opanowany,uczciwy,przeciętny,1,5,5,4,4,4,4,08.08.2024"
"Kazimierz Torzewski,484969522,19.006,H,nędzny,930,1880,5,5,sympatyczny,spokojny,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marek Mamcarczyk,485009426,19.065,H,nędzny,170,1000,3,5,sympatyczny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Konrad Barcik,484904382,18.018,,nędzny,510,1400,2,5,sympatyczny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Gerard Tytz,485016630,19.057,U,nędzny,480,1080,8,5,przyjemny,porywczy,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Arkadiusz Lipski,484993438,18.11,,nędzny,2160,3800,6,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Charazka,484974064,18.1,U,nędzny,390,1080,5,5,sympatyczny,opanowany,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Wasiewski,484894584,18.05,T,nędzny,1420,1360,6,6,kontrowersyjny,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Ariel Dmochowski,484985758,19.043,,nędzny,540,1240,2,5,kontrowersyjny,opanowany,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Dariusz Bradtke,484981593,18.032,,nędzny,850,1240,7,5,kontrowersyjny,zrównoważony,nieuczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Lukasz Kotkowski,485007963,19.035,,nędzny,1980,1560,5,6,sympatyczny,porywczy,szlachetny,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jozef Zachariasz,484962121,18.018,,nędzny,950,1320,5,5,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Grzegorz Mikolajski,485013725,19.06,,nędzny,770,1400,5,6,popularny,porywczy,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Boryslaw Koniecpolski,485008631,18.029,U,nędzny,2500,2600,5,5,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Hipolit Aptacy,484959610,19.061,Q,nędzny,1270,1280,5,5,sympatyczny,zrównoważony,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Pawel Bubak,484969280,18.003,,fatalny,3310,2840,6,6,popularny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bogumil Paszkiewicz,484980242,19.061,,nędzny,1080,1080,8,5,sympatyczny,opanowany,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Edward Swiderski,484930671,19.033,,nędzny,770,1080,5,6,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Pawel Wodkiewicz,484879269,19.054,H,nędzny,2600,1960,7,6,sympatyczny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Gramza,485019630,18.044,,nędzny,1000,1400,6,5,kontrowersyjny,spokojny,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Eugeniusz Sucheta,484975336,18.082,Q,nędzny,1080,1160,7,5,kontrowersyjny,z charakterem,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Leslaw Jasniewski,484968473,17.096,Q,nędzny,1590,1720,6,5,popularny,opanowany,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Gryniewicz,484985135,18.111,P,nędzny,670,1440,3,5,kontrowersyjny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jens-Harald Gonschorek,484935602,19.014,,fatalny,710,1160,8,5,sympatyczny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wszemir Staniaszek,485003632,19.053,P,nędzny,360,1080,5,5,sympatyczny,z charakterem,podły,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bartlomiej Stobiecki,485019040,19.057,P,nędzny,1050,3480,3,6,kontrowersyjny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Marek Biesiada,484937105,19.049,,fatalny,500,1320,1,4,sympatyczny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Opalinski,484970722,18.098,,nędzny,1230,3080,5,5,złośliwy,opanowany,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Mariusz Antoniuk,484876473,18.108,U,fatalny,370,1160,5,5,sympatyczny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Foss,484986078,19.038,,nędzny,610,1240,4,6,kontrowersyjny,z charakterem,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Marcin Biechonski,484916387,19.067,,nędzny,250,1080,5,6,sympatyczny,porywczy,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Tryczynski,485007368,18.108,,nędzny,2760,4760,5,6,kontrowersyjny,zrównoważony,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Wojciech Nalewajko,485011058,18.092,T,nędzny,1660,2240,6,5,przyjemny,porywczy,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Pyda,484987426,18.105,S,nędzny,310,1360,2,5,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Ireneusz Pasternak,484896313,18.064,,nędzny,210,1080,3,5,sympatyczny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Grzymislaw Strach,484971213,18.0,Q,nędzny,350,1440,4,4,przyjemny,spokojny,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Andrii Hlushok,484884158,17.104,T,nędzny,1000,1440,6,5,przyjemny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Roman Mlodzinski,484894438,18.035,,nędzny,930,1320,6,6,sympatyczny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Waclaw Kufel,484970219,19.059,T,nędzny,1370,1440,5,5,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Marcin Czyrnek,484892779,17.1,,fatalny,440,1400,2,6,sympatyczny,opanowany,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Emil Chrostek,484968476,19.029,U,fatalny,1670,2160,6,6,sympatyczny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Bogdan Kunka,484891752,18.021,T,nędzny,450,1160,4,5,kontrowersyjny,opanowany,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Puchala,484969381,17.091,,nędzny,770,1160,6,5,kontrowersyjny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Szymon Grabczak,485006703,18.044,,nędzny,1450,3640,4,6,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jozef Plachta,485001903,19.059,H,nędzny,270,1000,3,6,przyjemny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Serhii Mysyk,485023492,19.041,T,nędzny,310,1160,6,5,kontrowersyjny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Cezary Waskowiak,484896618,19.061,,nędzny,1820,1480,7,6,sympatyczny,z charakterem,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Dawid Witula,485011551,18.085,T,nędzny,910,1440,4,5,kontrowersyjny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jan Waluszko,484966735,17.068,,nędzny,430,1080,6,4,kontrowersyjny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Maksymilian Moczydlowski,484911550,19.056,,nędzny,920,1560,4,7,sympatyczny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Wladyslaw Redlinski,485011032,19.059,P,fatalny,500,1160,4,5,przyjemny,z charakterem,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Ansfried Andrzejewski,484969406,19.059,Q,nędzny,3300,1360,7,5,sympatyczny,z charakterem,szlachetny,solidny,-,-,-,-,-,-,-,08.08.2024"
"Marek Kuranty,484886752,19.015,,nędzny,2280,1400,7,6,kontrowersyjny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Pawel Jamborski,485018132,19.04,T,nędzny,710,1520,2,4,kontrowersyjny,spokojny,prawy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Ernest Bakuba,484967828,19.042,,fatalny,1290,1160,8,8,przyjemny,opanowany,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Zygmunt Sitowski,485007708,17.077,,nędzny,1610,1400,3,6,sympatyczny,z charakterem,nieuczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Roderyk Zawadzki,484995594,19.048,T,nędzny,1000,1160,5,5,popularny,spokojny,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Fryderyk Krawiec,484972937,19.04,H,nędzny,750,1160,7,5,złośliwy,z charakterem,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Mateusz Dyrek,484971088,18.004,P,fatalny,10,1000,4,4,kontrowersyjny,porywczy,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marcin Laszczyk,484898974,18.018,H,nędzny,890,1720,6,6,popularny,zrównoważony,szlachetny,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Szymon Rzap,484931497,18.077,T,fatalny,950,1280,5,5,kontrowersyjny,zrównoważony,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Stanislaw Pardyka,484965947,19.06,T,nędzny,590,1600,2,5,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jan Matenka,484962245,18.052,U,fatalny,1610,1600,7,5,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Walery Pilawka,485013302,19.06,,nędzny,1210,1400,6,5,przyjemny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Gabriel Ostojski,484968032,19.008,,nędzny,1170,2200,6,5,przyjemny,zrównoważony,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Janusz Leminski,484875736,17.091,H,nędzny,630,1080,6,6,przyjemny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jakub Zugaj,485005903,19.037,P,fatalny,270,1160,2,5,kontrowersyjny,zrównoważony,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Miroslaw Ryszczyk,484911986,19.009,H,nędzny,1140,1600,7,5,kontrowersyjny,zrównoważony,nieuczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Albert Drabik,484978375,17.062,Q,nędzny,1730,1360,5,7,popularny,zrównoważony,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Bogumil Konior,484913129,19.0,H,nędzny,880,1440,4,5,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Dobrociech Wodarczyk,485012743,17.089,,nędzny,810,1240,6,5,sympatyczny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Robert Kauczor,484993839,17.065,,nędzny,980,3160,3,4,przyjemny,opanowany,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Mieczyslaw Podworski,484993303,19.0,,nędzny,250,1080,4,4,przyjemny,z charakterem,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Kamil Dziatkiewicz,484904392,17.097,,nędzny,1080,1320,7,5,kontrowersyjny,zrównoważony,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Gustaw Kleczynski,484899001,18.048,U,nędzny,2740,2160,7,8,przyjemny,zrównoważony,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Sobieslaw Bobkowski,484894033,18.103,,nędzny,210,1000,3,5,kontrowersyjny,z charakterem,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Zniwierski,484948782,18.024,,nędzny,2390,1320,7,6,kontrowersyjny,z charakterem,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Patryk Smuda,484944816,18.001,H,fatalny,160,1080,5,4,sympatyczny,opanowany,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Jaskier,484935668,17.078,,fatalny,510,1480,4,4,przyjemny,zrównoważony,uczciwy,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Szczerba,484965788,18.038,P,nędzny,950,1280,7,6,przyjemny,opanowany,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Rajmund Andersson,484944732,17.061,H,fatalny,370,1080,4,5,kontrowersyjny,spokojny,prawy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Jerzy Madejak,484971295,19.036,P,nędzny,380,1080,6,5,przyjemny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Augustyn Chrzastek,484951658,17.1,,nędzny,760,1160,7,5,sympatyczny,opanowany,prawy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Ryszard Zoltowski,485015185,17.075,T,nędzny,320,1160,6,5,sympatyczny,spokojny,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Dominik Pohl,484921178,17.063,,nędzny,950,1400,5,5,kontrowersyjny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Feliks Wilisowski,484966795,19.037,,nędzny,890,2520,8,5,sympatyczny,porywczy,szlachetny,słaby,-,-,-,-,-,-,-,08.08.2024"
"Krzysztof Derylo,484970593,17.082,T,fatalny,540,1720,2,4,sympatyczny,zrównoważony,podły,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Chocieslaw Sidorczak,485012101,18.024,P,fatalny,2090,1720,5,5,sympatyczny,opanowany,nieuczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Theo Krull,485000482,18.014,R,nędzny,4480,2920,5,7,sympatyczny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Kazimierz Wilde,484899283,19.054,,nędzny,1810,2040,7,7,przyjemny,porywczy,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Wojdyna,484966092,18.043,T,nędzny,570,1080,8,5,przyjemny,spokojny,uczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Edmund Dutka,484994789,18.01,,nędzny,930,1400,5,7,sympatyczny,z charakterem,prawy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Zbigniew Halinowski,484967345,18.01,T,fatalny,200,1280,1,4,przyjemny,z charakterem,uczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Wojciech Misiorny,484971060,19.001,H,nędzny,270,1080,5,7,kontrowersyjny,opanowany,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Marcin Koral,484955890,18.056,Q,nędzny,2000,1440,5,5,kontrowersyjny,z charakterem,nieuczciwy,kiepski,-,-,-,-,-,-,-,08.08.2024"
"Andrzej Bosakowski,484883969,17.089,U,nędzny,1700,1280,6,5,przyjemny,zrównoważony,nieuczciwy,zadowalający,1,4,4,6,6,6,2,08.08.2024"
"Witold Doliwa,485018203,17.061,,nędzny,670,1240,7,5,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Artur Sekita,484986321,17.073,T,nędzny,1010,1080,6,5,sympatyczny,zrównoważony,uczciwy,solidny,-,-,-,-,-,-,-,08.08.2024"
"Gabriel Rajewicz,484909461,17.069,,nędzny,530,1080,4,5,kontrowersyjny,zrównoważony,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Jacek Olow,484911392,17.088,T,nędzny,230,1160,6,6,przyjemny,zrównoważony,uczciwy,fatalny,-,-,-,-,-,-,-,08.08.2024"
"Makary Drzewucki,484945400,17.061,,nędzny,4420,1640,5,7,złośliwy,opanowany,nieuczciwy,zadowalający,-,-,-,-,-,-,-,08.08.2024"
"Teofil Calka,484930132,17.089,H,nędzny,50,1000,4,4,kontrowersyjny,opanowany,uczciwy,nędzny,-,-,-,-,-,-,-,08.08.2024"
"Przemyslaw Swat,484970666,19.046,P,nędzny,3870,1520,6,6,sympatyczny,z charakterem,szlachetny,przeciętny,-,-,-,-,-,-,-,08.08.2024"
"Cieszymir Kaszczuk,484935061,17.102,,nędzny,1070,1240,7,5,kontrowersyjny,z charakterem,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Leon Horbal,484910566,17.083,U,nędzny,1340,1360,6,5,przyjemny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Pawel Kregiel,485025007,18.0,,nędzny,2760,4760,5,4,przyjemny,zrównoważony,uczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Zdzislaw Frankiewicz,484905682,17.067,,fatalny,1380,1240,6,5,przyjemny,z charakterem,prawy,słaby,-,-,-,-,-,-,-,08.08.2024"
"Pawel Lasocki,484918425,17.091,,fatalny,370,1160,5,6,przyjemny,z charakterem,nieuczciwy,słaby,-,-,-,-,-,-,-,08.08.2024"
